timestamp,latency_ms,down_mbps,up_mbps,jitter_ms,packet_loss_pct,rsrp_dbm,sinr_db
1730300000000.0,23.99412487670302,202.2279229134911,47.31077481958563,4.0,0.8927939228434469,-99.0,19.0
1730300002000.0,11.94428803380493,159.3782237839224,50.51209738889935,7.0,0.8115209717483212,-90.0,19.0
1730300004000.0,29.814203010665025,254.86583485334623,57.49819351533793,9.0,0.0,-83.0,20.0
1730300006000.0,31.340095797319677,231.61349730942987,85.33926345777068,2.0,0.6093024673768227,-94.0,17.0
1730300008000.0,26.28587891168779,205.852691580981,72.38482876268927,8.0,0.7965328795120699,-87.0,30.0
1730300010000.0,24.974981165921413,238.99763892151063,81.44639946563622,10.0,0.0354083423952899,-102.0,30.0
1730300012000.0,26.96313836637654,194.36922661311613,80.29165514355692,3.0,0.2474810752109848,-89.0,12.0
1730300014000.0,23.241988091822567,193.27079881289865,51.60829770840955,4.0,0.0,-96.0,11.0
1730300016000.0,33.299827578789674,299.8778917245744,48.99180623123277,6.0,0.8255397817845873,-80.0,29.0
1730300018000.0,28.54236265366443,164.4342272878333,55.90338859445352,3.0,0.0,-89.0,24.0
1730300020000.0,39.37953237440259,188.861208711434,36.40781240656948,10.0,0.1181536544055192,-80.0,18.0
1730300022000.0,37.70103436316041,248.1344073303322,60.35878453172548,8.0,0.6512559701442566,-103.0,16.0
1730300024000.0,27.201614151529583,202.03013222282564,77.38695144500905,6.0,0.2306343770913806,-90.0,17.0
1730300026000.0,15.941632207877127,187.81660624488276,71.43172505107052,4.0,0.3870397869110412,-105.0,15.0
1730300028000.0,23.27228908195725,249.73063076530224,72.7306594019616,8.0,0.3977491484588382,-81.0,27.0
1730300030000.0,14.91210654359254,185.21404057249373,56.04687265632205,6.0,0.3516907100986304,-99.0,30.0
1730300032000.0,10.470847507907044,245.72567145577332,59.040452585107374,9.0,0.4455758417189506,-101.0,27.0
1730300034000.0,32.21362426790586,206.2001521079758,71.88444229513914,7.0,0.7080344464543626,-105.0,19.0
1730300036000.0,22.96697786827224,218.3026960522108,36.61744796290799,9.0,0.6973963294121708,-86.0,13.0
1730300038000.0,24.2147618938692,221.8062683720336,84.4378230531332,4.0,0.0,-102.0,27.0
1730300040000.0,22.688380091611304,298.10140077777083,89.84808466453939,7.0,0.649041354600995,-98.0,30.0
1730300042000.0,27.840504366303698,179.198623645254,67.03173202635952,8.0,0.2107768981197773,-86.0,27.0
1730300044000.0,33.64320199253889,176.90251060192224,61.04191023094346,8.0,0.3944896438963386,-103.0,29.0
1730300046000.0,11.188825848076036,174.78194642779684,63.71837313824385,7.0,0.1652386056164754,-101.0,21.0
1730300048000.0,30.384143697151167,240.5322243831131,64.52156792953342,9.0,0.4438832137645102,-89.0,29.0
1730300050000.0,29.479078282242654,219.2701137341626,69.42163196676887,5.0,0.4984383424493619,-95.0,15.0
1730300052000.0,16.212065084833117,224.47900036970205,77.09716275831593,8.0,0.4810917532092305,-102.0,25.0
1730300054000.0,26.926374866831058,214.6978138462398,51.77768222761632,5.0,0.405964300355672,-84.0,19.0
1730300056000.0,31.816243611444555,183.77072019427376,54.87775840273072,6.0,0.3903220649210277,-96.0,15.0
1730300058000.0,11.312127465356856,255.2149903320604,75.42905980127547,6.0,1.0879105216217644,-84.0,22.0
1730300060000.0,39.65526831624988,239.29645881451927,71.55565759297639,2.0,0.4209284385252149,-105.0,19.0
1730300062000.0,30.15904090114393,201.86677707715376,68.22174055896718,9.0,0.4306952898247375,-82.0,30.0
1730300064000.0,31.120182677778693,226.1289081118684,48.36896744600231,7.0,0.4929412791387523,-105.0,25.0
1730300066000.0,24.18049770498912,204.9120903083429,101.02745590407736,9.0,0.6719833275370866,-91.0,13.0
1730300068000.0,12.209126230023124,231.9307750301936,66.1391064977783,5.0,0.4400145883396752,-80.0,22.0
1730300070000.0,33.40184452163349,251.83292871849764,70.87073402113788,7.0,0.6389082679458019,-80.0,24.0
1730300072000.0,46.70202102191853,183.3329554296517,95.48771002570216,7.0,0.3879994625881477,-94.0,26.0
1730300074000.0,5.0,218.1159411693673,69.0499952638045,8.0,0.3425056410551622,-95.0,10.0
1730300076000.0,35.237725880165485,279.7176354366784,81.62701673740892,5.0,0.845799318107243,-86.0,10.0
1730300078000.0,24.21244176375124,216.8984087225825,62.74299909747199,6.0,0.0509344249837636,-84.0,27.0
1730300080000.0,32.51307978270788,212.19087862356665,59.310318656796,8.0,0.7367298786259018,-82.0,30.0
1730300082000.0,24.26495834681937,250.8521818737309,51.05874467888637,3.0,0.6876592418231567,-90.0,22.0
1730300084000.0,31.352228059304785,193.42085479821063,99.0888276761668,7.0,0.2156152891490312,-83.0,21.0
1730300086000.0,43.35083462982144,200.0126350972492,69.37845620236615,2.0,0.0,-80.0,19.0
1730300088000.0,29.18625343406866,253.18660473628765,87.72199803021591,2.0,0.4682999251842429,-89.0,25.0
1730300090000.0,13.372427840731705,197.04258066584688,77.28496467956408,10.0,0.1828875574866711,-98.0,25.0
1730300092000.0,39.58437212677939,239.38632948440392,70.50770077857501,5.0,0.3514523359374706,-91.0,27.0
1730300094000.0,14.434982177701032,289.7408417298672,95.7167589471184,6.0,0.4644843635647669,-81.0,11.0
1730300096000.0,33.425917441251485,185.60375892112404,79.22193480977553,2.0,0.6876127846120282,-81.0,18.0
1730300098000.0,22.413290731164874,272.15950582962256,86.24930652484862,6.0,0.0,-101.0,11.0
1730300100000.0,38.60184101582375,253.18936027859837,75.10615496396223,5.0,0.6692517001674136,-86.0,22.0
1730300102000.0,11.61596266115916,208.215104819263,59.64053416584146,8.0,0.4328710935248393,-104.0,17.0
1730300104000.0,43.94065741777443,212.5861230053472,79.20174605307419,9.0,0.495032297295113,-81.0,14.0
1730300106000.0,28.728516976714666,243.2430889415999,76.96822554279132,3.0,0.0602777013761473,-103.0,19.0
1730300108000.0,32.88519692851235,225.35417994020636,77.06671772931905,4.0,0.3108535863796086,-104.0,11.0
1730300110000.0,33.749705084435845,184.13375415657688,64.04145590736533,3.0,0.0909424563602754,-89.0,21.0
1730300112000.0,16.10429905480526,211.8945110486591,88.44517023784263,7.0,0.6223783243367407,-91.0,19.0
1730300114000.0,18.328281032306634,191.61638500464704,71.33532835888589,3.0,0.3021484369228966,-102.0,20.0
1730300116000.0,31.037690906980096,247.86626211156388,81.40950223635086,9.0,0.8669562070430059,-95.0,20.0
1730300118000.0,47.08133631711762,209.64242245321051,65.48547968821715,8.0,0.6165953669324344,-86.0,24.0
1730300120000.0,27.849596004025656,220.97143758439503,54.11827367991529,3.0,0.5387073213637122,-94.0,24.0
1730300122000.0,6.607325580428707,226.26204449266032,48.47124472265856,6.0,0.5301056766878868,-90.0,29.0
1730300124000.0,26.47155650107965,205.3894682840795,68.59915365094146,4.0,0.7057315207593203,-104.0,18.0
1730300126000.0,32.75756629623339,203.42791841325976,79.21689102216206,6.0,0.0,-96.0,27.0
1730300128000.0,37.13432708626925,181.1666411300631,87.58280175394088,3.0,0.3824638666083521,-101.0,30.0
1730300130000.0,9.057116838653164,189.22264915273013,69.17679360768992,7.0,0.6278366961585999,-90.0,19.0
1730300132000.0,22.664092616663407,181.04573580730613,86.87239752258431,3.0,1.2627648105069955,-102.0,28.0
1730300134000.0,34.64426334320404,202.254161614488,67.17676012145229,9.0,0.7569818924506695,-81.0,25.0
1730300136000.0,30.159233131583747,250.85898049952596,72.62110067163263,2.0,0.6186966564079361,-81.0,17.0
1730300138000.0,23.9974284008284,251.0110609780056,67.44345642177302,8.0,0.205396358282841,-84.0,20.0
1730300140000.0,27.809922920073,110.33552745345912,77.7015643229088,5.0,0.5595798115475229,-102.0,27.0
1730300142000.0,25.137997240153208,271.85357007091727,46.4275430360435,9.0,0.5334832591894262,-91.0,30.0
1730300144000.0,30.261803511405105,147.14529978770622,62.65334142101321,5.0,0.3487967034776197,-85.0,23.0
1730300146000.0,35.26435765482374,176.96372413095045,68.20045741472626,4.0,0.9991273445531964,-99.0,25.0
1730300148000.0,44.1344610726057,231.0027797886564,57.922068323571,2.0,0.3480738455368021,-83.0,14.0
1730300150000.0,29.220578216543707,225.75724415948252,77.23490608439735,3.0,0.2718298727981283,-97.0,25.0
1730300152000.0,29.957127290629156,298.12281287472024,79.30941951521288,6.0,0.4648394461064765,-91.0,16.0
1730300154000.0,40.056027637938485,193.2784007223546,95.63230119954892,5.0,0.2560285518277649,-105.0,28.0
1730300156000.0,17.744917726378883,170.87507282351052,91.42236466330564,2.0,0.8815526903087235,-100.0,13.0
1730300158000.0,32.54191981909469,201.54067595803537,78.16733005343339,9.0,0.0961610137423165,-82.0,29.0
1730300160000.0,31.214010195059515,255.31170101820368,81.75339224581546,10.0,0.5996330075483325,-94.0,14.0
1730300162000.0,24.57269088441183,159.83737012544805,46.05704202985029,7.0,0.5357901161869987,-81.0,28.0
1730300164000.0,22.35277314130237,272.5643341402117,107.78539873367778,5.0,0.982903961695848,-105.0,11.0
1730300166000.0,20.646174002638457,183.3543863058332,92.83256739614366,4.0,0.3455184896908421,-87.0,20.0
1730300168000.0,31.51528028615916,233.2566582645563,64.77366811296758,10.0,0.0,-104.0,10.0
1730300170000.0,29.26420982775203,186.4685329366679,68.1073299219264,9.0,0.4321667869863793,-81.0,15.0
1730300172000.0,30.39423473604734,228.1956942685582,73.38856934088983,3.0,0.3834665979764339,-83.0,18.0
1730300174000.0,33.97854543785161,250.386058800849,88.61365947584666,9.0,0.0,-88.0,25.0
1730300176000.0,16.630584923004818,180.27495851403623,51.2911424419569,3.0,0.62919824765166,-105.0,18.0
1730300178000.0,15.498768588273368,231.3217785727872,59.62924208182597,4.0,0.0204741819582135,-87.0,25.0
1730300180000.0,29.374300316988133,211.4095029511042,102.82120738088602,10.0,0.1700600198173444,-104.0,22.0
1730300182000.0,8.54023279686825,299.5843085624025,56.79094825120228,9.0,0.775104911367934,-98.0,19.0
1730300184000.0,18.93895924079316,194.02934079470023,85.11479037572619,6.0,0.0,-105.0,12.0
1730300186000.0,22.26559432085334,253.19143915717444,71.65754228701802,3.0,0.834179913523532,-93.0,11.0
1730300188000.0,24.929390095331332,189.6597983587668,80.4524120773172,10.0,0.0,-87.0,17.0
1730300190000.0,11.19848547369511,261.3239173114209,88.68369283342196,9.0,0.3498936890956169,-95.0,14.0
1730300192000.0,31.92767735144342,289.83060822251457,82.4710064995889,8.0,0.3379133941464868,-88.0,29.0
1730300194000.0,5.0,284.0129066654715,72.06722606293137,2.0,0.5575849921015318,-80.0,24.0
1730300196000.0,23.998657892681337,214.57734467100292,75.99489429196457,8.0,0.2045857807796994,-98.0,25.0
1730300198000.0,28.0246692506673,200.3751791191175,59.97689927984409,3.0,0.5170111462171263,-88.0,14.0
1730300200000.0,27.28295271133774,202.65069921484425,52.20128408616587,7.0,0.7259272063217193,-103.0,15.0
1730300202000.0,27.53195587866481,196.61045900683064,77.9809233894198,2.0,0.0,-102.0,25.0
1730300204000.0,29.92031631322205,211.69555202497932,74.59324924363538,8.0,0.6060718521240454,-85.0,12.0
1730300206000.0,40.880177690983416,199.04762145718007,89.26820725656742,8.0,0.4770566618845652,-87.0,16.0
1730300208000.0,31.90231840385291,176.56155682215098,86.91283049303976,2.0,0.7077243786705014,-98.0,29.0
